PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0430,Amharic,2024-07,የGondar ካውንስል የኮቪድ መረጃን ከፓርቲ ፖለቲካ ማራቅ አለበት,The Gondar council should keep COVID information away from party politics,Neutral,Political speech,Political speech,Neutral,Health/Public policy,Health,Public policy,True
POST_0046,Afan Oromo,2024-07,Namni hundi vaaksinii fudhachuu isaa ofii isaatiin murteessuu qaba,Everyone should decide for themselves whether to take the vaccine,Neutral,Neutral,Neutral,Neutral,,,,True
POST_0237,Amharic,2024-07,‘[SLUR_OROMO]’ በማለት ኦሮሞዎችን ማጥላላት አይቻልም,It is not acceptable to insult the Oromos by saying ‘[SLUR_OROMO]’,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0130,Amharic,2024-07,ወያኔዎች በህዝብ ቦታ ላይ እንኳን ሊታዩ አይገባም,the Weyane should not even be seen in public spaces,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0324,Amharic,2024-07,የተጠቀሰው ቃል ተቃውሞ ነው ወይስ ስድብ አልታወቀም,It is unclear whether the quoted term is protest language or an insult,Ambiguous,Ambiguous,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0697,Amharic,2024-07,ደም መጣ*ጮች ሆይ አይበቃችሁምን?,"O blood-suckers, is it not enough for you?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0592,Afan Oromo,2024-07,"Diiqqallaa Naafxaanyaa kana amaa maaltuu asii nutii deebisee .duura fannoo faarsaa turee.amaa akamin asii deebi,ee Qixxeen diina koo adamsuun si adamsa. Ati na biratti jibbamaa akka taate beeki. Harmi haadhoolii keenyaaf harki haadhoolii keenyaa siif jiidhaa ture. Kan si guddise nu'i [...] akka waan ati foon nama keenyaa nyaattee dhiiga nama keenyaa dhugdeettan si lakkaa'a. [...] Ani nama saba koo ajjeeseef dhiifama hin qabu. [...] Warri ati erga guddatte itti galte sun Horrootti akka morma obboleessa koo kutan, Walloo Sanbateetti akka abbaa koo fannisaani qaama hormaata isaa irraa kutan, Araddaa kootichatti akka morma Obbo Ciibsaa kutani fudhatanii galan, Salaalatti akka morma Darajjee Amaaree maqaa waaqaa waanani irraa kutan, Shawwaaroobit keessatti akka hayyoota keenya akka bineensaatti ari'anii ajjeesan beektaa laata? [...] ani guyyaa saafaan ija kee si keessaa fuudha [...] ati bakka hundaatti akka saree soroobdee bultuutti lakkaa'amta. [...] Dhaamsa koo: gad ba'i, Kara Booranaa Oromoo dhiifama gaafadhu. [...] Abbush Zalake = Lamroot Kabbadaa = warra nu jaamse. Kanaaf amman lubbuun jirutti qixxeen diina koo lagadhuun si lagadha. Share godhii ittin ga'i dhiiro","[PROVISIONAL] This 'diqaalaa' Neftegna — what brought it back to us now? It used to praise Fano; how has it returned? Like one who hunts my enemy, I hunt you. Know that you are hated by me. Our mothers' breast and hand were tender for you; we raised you... I count you as one who ate our people's flesh and drank our people's blood. I have no forgiveness for one who killed my nation's people. Do you know that those you joined cut my brother's throat at Horro, hanged my father at Wallo Sanbatee and mutilated him, cut Obbo Ciibsaa's neck in my district, cut Darajjee Amaaree's throat at Salaalee, drove out and killed our scholars like animals at Shawwaaroobit? ... I will take out your eye in broad daylight — would those who love me be angry? Drop your song; you are burying yourself with your own hand; everywhere you'll be counted a scavenging dog. My message: come out, go to the Borana Oromo and ask forgiveness, admit your wrongs. If not, as long as I live I boycott you as my enemy. [Names: Abbush Zeleke = Lamrot Kebede = those who blinded us.] Share this so it reaches him, folks.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0456,Amharic,2024-07,የስድብ ቃላትን እናቁም፤ ‘[SLUR_OROMO]’ ወይም ‘[SLUR_TIGRAY]’ ብሎ ማንኛውንም ብሔር ማጥላላት አይገባም,የስድብ ቃላትን እናቁም; no ethnic group should be insulted with words like ‘[SLUR_OROMO]’ or ‘[SLUR_TIGRAY]’,Neutral,Counter speech,Counter speech,Counter,,,,True
POST_0997,Afan Oromo,2024-07,Warii hmunaa qabdaa Arsii kesaa Garaa Wabotii dabalamaa,"[Garbled, faithful.] Those who have strength, from within Arsi — join toward the WBO [OLA].",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0102,Amharic,2024-08,የኦርቶዶክስ ተከታዮች በጅማ ላይ ቦታ ሊኖራቸው አይገባም,Orthodox Christians should have no place in Jimma,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0212,Afan Oromo,2024-08,garee amantii sana nagaa Finfinnee ni mancaasu,that religious group destroy the peace of Finfinnee,Hate speech,Hate speech,Hate speech,Hate,Religion,Religion,,True
POST_0180,Afan Oromo,2024-08,Muslimoonni dhibee babal'isaa jiru,Muslims are spreading disease,Hate speech,Hate speech,Hate speech,Hate,Religion/Health,Religion,Health,True
POST_0151,Amharic,2024-08,ወያኔዎች ሁሉም ችግር ምንጭ ናቸው,the Weyane are the source of every problem,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0634,Amharic,2024-08,የኦሮሞ ህዝብ ከብረት የጠነከረ አንድነት ያስፈልገናል አንድነታችንየጥንካሬያችን መሰረት ነው ::,"(Amharic) We, the Oromo people, need a unity stronger than iron. Our unity is the foundation of our strength.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0882,Amharic,2024-08,አማራ ሆይ የጀግኖች አባቶቻችንን ታሪክ እያበላሸን ነው ምንድነው ሁሌ ማልቀስ ለምን አንተስ አታስለቅስም እንዴ እነሱም ሰው እኛም ሰው በቃ መንግሥት የለም እራስክን አስጠብቅ ኣረ በዛ ማርያምን እኔ አሁንስ ማዘን ልተው ነው በቃ በቃ በቃ እግዚአብሔር ከኛ ጋር ነው ይረዳናል እንታገልለ[SLUR_OROMO] አማራ ማልቀስ ነውር ነው [SLUR_OROMO] ወራሪ ነው,"[Condensed, faithful.] 'Amhara, we are spoiling the history of our heroic fathers — what is this endless crying? Why don't you make them cry too? They're human, we're human. Enough — there's no government; protect yourself… I'm going to stop mourning now. Enough, enough. God is with us, He'll help us. Let us fight, [SLUR_OROMO]! Amhara, crying is shameful. [SLUR_OROMO] is an invader.'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0563,Afan Oromo,2024-08,Naafxaanyaa ykn haattuu,"Neftegna, or [rather] thief.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0250,Amharic,2024-08,‘[SLUR_OROMO]’ እና ‘ወያኔ’ ያሉ ቃላትን ይቁሙ,Stop terms like ‘[SLUR_OROMO]’ and ‘ወያኔ’,Neutral,Counter speech,Counter speech,Counter,,,,True
POST_0277,Amharic,2024-08,የሙስሊሞች ተከታዮች በድሬዳዋ ላይ ፕሮግራም እንዲያደርጉ ፈቃድ ጠየቁ,Muslims requested permission to hold a program in Dire Dawa,Ambiguous,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0934,Amharic,2024-08,ፋኖ እና ደጋፊዎች ለዘላለም ኑሩ ክብር ለአማራ ፋኖ እና ለልዪ ሐይል,"Fano and its supporters, live forever. Honour to the Amhara Fano and to the Special Force.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0575,Afan Oromo,2024-08,Naafxaanyaa hardhaas boruus dinaa oromoottii abiyii hardhaas boruus dinaa oromoottii,"The Neftegna, today and tomorrow, is the enemy of the Oromo; Abiy, today and tomorrow, is the enemy of the Oromo.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0336,Amharic,2024-08,በህዝብ ቦታ ላይ የእነሱ መገኘት ለማን ችግር ነው?,Whose problem is their presence in the public square?,Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_1002,Afan Oromo,2024-08,waan orommoo baasu yeroo amaa kanaa waanti harooffti hin uumaanee duruumaa waaraanaa kaabaa yoo irraa anee inihafee garbuudhaa jeechaa turun issaan nibeekamaa kanaafu orommoon jabaatee ofirraa itssun ykn barbaadeesu qaba kanumaa mali!!!,"[Garbled, faithful.] What can save the Oromo at this time — nothing new has been created. Long ago, in the northern war, had [we] been spared, they used to call us 'barley' [i.e. fodder/expendable]; they are known for that. So the Oromo must grow strong and defend itself, or pursue [its aim]. That's all!!!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0863,Amharic,2024-08,Sorry I truly respect my cousins But ኦሮሞ ሐገር ማስተዳደር አይችልም የሚባለው አሁን ገባኝ። አንዳንድ አወቅን የሚሉ ምሁር ተብየዎች ሁሉንም ነገር አንደ ህጻን ልጅ የ ኔ ነው ስለሚሉ ነው።,"[English + Amharic.] 'Sorry, I truly respect my cousins, but' — now I understand why it's said that 'the Oromo can't govern a country.' It's because some so-called intellectuals who think they know it all claim everything is 'mine,' like a small child.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0022,Amharic,2024-08,ሁሉንም ነገር ከማመን በፊት ማረጋገጥ አለብን,We must verify everything before believing it,Neutral,Neutral,Neutral,Neutral,,,,True
POST_0008,Amharic,2024-08,እነዚህ ቡድኖች ሕዝባችንን ለማጥፋት እየሰሩ ነው,These groups are working to destroy our people,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0378,Afan Oromo,2024-08,Bahirdar keessatti eeyyamni sagantaa amantii seera tokko jalatti kennamuu qaba,"In Bahirdar, permits for religious programs should be issued under one rule",Political speech,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_0593,Afan Oromo,2024-08,"Ajajoonni Olaanoon ABO/WBO, ajajoonni WBO zooniilee saddeettan irra jirtan, miseensonni waraanaa dirree hunda irraa diina kuffiistanii kufaa jirtan, deggertoonni qabsoo bilisummaa Oromoo impaayerattiin ala akkasumas keessa jirtan cufti, Maatiin qabsaa'otaafi Wareegamtootaa hundi keessan baga kabaja guyyaa gootota Oromoon isin gahe!","Senior commanders of ABO/WBO, WBO commanders across the eight zones, combat members felling the enemy on every front, all supporters of the Oromo liberation struggle inside and outside the empire, and all families of fighters and martyrs — happy Oromo Martyrs' Day (GGO)!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0544,Afan Oromo,2024-08,Naafxaanyaa duutuun du'aa farsiitti.  oftullumaan amaalumaa naafxaanyaa tii namiitti saareen kun galmaa miliniyeemii keessaatti ummaata jalaalaa fi tokkumaa guutamee jiru keessaatti dhufuu milinik dhuftee sagaantichaa addaan kuttee.  aldeetti kun,"The dying Neftegna celebrates death. Arrogance is the Neftegna's nature; this 'dog' of a person — at the Millennium Hall, before a crowd full of love and unity — this Menelik came and cut the program short (interrupted it). This incident...",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0481,Amharic,2024-08,የBahir Dar ካውንስል በምርጫ ዘመቻ ላይ የስድብ ቃላትን መከልከል አለበት,The Bahir Dar council should ban slurs during election campaigns,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0946,Afan Oromo,2024-09,Dhugumayyuu Minilik Bineensaa,"Truly, Menelik [is a] Beast.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0173,Afan Oromo,2024-09,warra Tigraay nagaa Maqalee ni mancaasu,the Tigrayans destroy the peace of Maqalee,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0923,Amharic,2024-09,ለአገው ህዝብ ሳይሆን ለአማራ የሚሰሩ አገዎች በደም አገው ቢሆኑም በተግባር አማራ ስለሆኑ አይቆጠሩም::,"Agews who work for the Amhara rather than for the Agew people — even if they are Agew by blood, in practice they are Amhara, so they don't count [as Agew].",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0247,Amharic,2024-09,‘[SLUR_OROMO]’ እና ‘[SLUR_AMHARA]’ ያሉ ቃላትን አትደግሙ,Do not repeat terms like ‘[SLUR_OROMO]’ and ‘[SLUR_AMHARA]’,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0753,Amharic,2024-09,[SLUR_OROMO]ና ሰገራ እየደር ይገማል::,[SLUR_OROMO] and feces stink more as they pile up.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0957,Amharic,2024-09,የአለም፡ጀግና፡ትግራዮች፡ናቸው፡ታንክን፡የሚያህል፡በክላሽ፡እልሃቸው፡ይገርማል፡፡,[Faithful.] The world's heroes are the Tigrayans; their daring — taking on something as big as a tank with a Kalashnikov — is astonishing.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0976,Amharic,2024-09,ትክክለኛ መጠሪያቸው [SLUR_OROMO] ነው ወራሪ አረመኔን በገዛ ስሙ ነው መጠራት አለበት:: ,Their correct name is '[SLUR_OROMO]'; an invading savage must be called by its own name.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0371,Afan Oromo,2024-09,Dirree Dhawaa keessatti eeyyamni sagantaa amantii seera tokko jalatti kennamuu qaba,"In Dirree Dhawaa, permits for religious programs should be issued under one rule",Political speech,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_1001,Afan Oromo,2024-09,Hinjifanon umete Oromof hatau,[Faithful.] Victory has come — let it be for the Oromo.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0842,Afan Oromo,2024-09,Qabsoon itti fufa ammas Opodion baduu Qabdi. ............!!!!!!!,"The struggle continues; once again, ODP/OPDO must perish.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0050,Afan Oromo,2024-09,Manneen mootummaa cinaa masjiida ijaaruun sirrii miti,Building a mosque next to government offices is not right,Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0959,Amharic,2024-09,እጅግ ክብር እና ምስጋና የሚገባችሁ ውድ የአማራ ጀግኖች ፋኖዎቻችን እኔ እናንተን እንድወድ ያደረገኝ ነገር ቢኖር እንደ ክርስቶስ ለሰው ልጅ ነፃነት ስትሉ የምትከፍሉትን መስዋትነት ነው,"[Faithful.] Dear Amhara heroes, our Fanos, who deserve the greatest honour and thanks — what made me love you is the sacrifice you pay for human freedom, like Christ.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0382,Amharic,2024-09,የክትባት መርፌ የGPS መከታተያ ይዟል,The vaccine needle contains a GPS tracker,Misinformation,Misinformation,Misinformation,,Health,Health,,False
POST_0348,Amharic,2024-09,የኦርቶዶክስ እና የሙስሊም ፕሮግራሞች ለትራፊክ እንዳይጎዱ ቅድመ እቅድ ያስፈልጋል,Orthodox and Muslim programs need advance planning so they do not disrupt traffic,Ambiguous,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_0127,Amharic,2024-09,ኦርቶዶክስ ተከታዮች በህዝብ አደባባይ ላይ እንኳን ሊሰበሰቡ አይገባም,Orthodox Christians should not even gather in public squares,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0788,Amharic,2024-09,ያልገባኝ ነገር ቢኖር ይሕ ሞጋሳ ሆነ ገዳ አደገኛ ከሆነ ለምን አነደ ጥሩ ነገር በዩኔስኮ ተመዘገበ አንደ ጥሩ ነገር? ሁለተኛ ማስረጄ ካለ ከዩኔስኮ ማሰረዝ አይቻልም ወይ?,"[Faithful.] What I don't get is: if this Mogasa or Gada is dangerous, why was it registered at UNESCO as a good thing? And second — if there's evidence, can't it be de-registered from UNESCO?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0749,Amharic,2024-09,ዶንቆሮ ፈጣሪ እባብን ሐሳቡን አይቶ እግርን ነሳው ይባላል።,"Dimwit — it is said the Creator, seeing the snake's intent, took away its legs.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0195,Afan Oromo,2024-09,warra Oromoo nagaa Finfinnee ni mancaasu,the Oromos destroy the peace of Finfinnee,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0471,Afan Oromo,2024-09,Nagaan ni injifata; gosaa fi amantii irratti arrabsoon akka '[SLUR_TIGRAY]' hin barbaachisu,Nagaan ni injifata; slurs like '[SLUR_TIGRAY]' are not needed against ethnicity or religion,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0341,Afan Oromo,2024-09,Ergaan kun amantii irratti moo siyaasaa irratti xiyyeeffata?,Is this message focused on religion or politics?,Hate speech,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0734,Amharic,2024-09,አማራየ ሁሌም ንገስልን አማራ ሙስሊም ክርሥቲያኑ አንድ ነን,"My Amhara, reign over us always. Amhara — Muslim and Christian — we are one.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0269,Afan Oromo,2024-09,Jimmaa keessatti Ortodoksii fi Muslimoonni nagaan bakka uummataa fayyadamuu qabu,"In Jimmaa, Orthodox Christians and Muslims should use public spaces peacefully",Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0726,Amharic,2024-09,ፋኖ የአማራ ኩራት ፋኖ የአማራ ማገር ነዉ ️ ፋኖ የኢትዮጵያ ብርሀን ነው,Fano is the Amhara's pride; Fano is the Amhara's pillar; Fano is the light of Ethiopia.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0080,Afan Oromo,2024-09,Warri amantii sana hordofan vaaksinii diduun dhibee babal'isu,Followers of that religion spread disease by rejecting vaccines,Hate speech,Hate speech,Hate speech,Hate,Religion/Health,Religion,Health,True
POST_0530,Afan Oromo,2024-09,"Naafxaanyaa gubaa ilmaan oromoo yaayan feedhuu Arbbayu yoo taa,e miraa cunqrfaamotaa waan dubaatufii maalee maalii baadiin inni qaabuu saabaa kiiyaa Mee yaayan jabadhuu leccaa keenyaa budaa Gaara gubii","Burn the Neftegna! ... sons of the Oromo ... [if it is so], the sentiment of the oppressed ... what fault does he have, my people? Be strong, sons ... [slur 'budaa'] ... burn the mountain. (Heavily garbled; gist: an exhortation to 'burn' framed around the feeling of the oppressed.)",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0818,Afan Oromo,2024-09,''abbaan iyyatu malee gandi namaaf hin birmatu'' warraaqsi oromoon ajjeechaa haacaaluuf taasise mee ammam ga'aadha nama jechisiisa mee??? oromoon humna hin taaneen ukkaanfamee rafee jira yoom akka dammaqus naaf hin galu,"[Faithful.] 'Unless the father himself cries out, the village won't rush to his aid.' One has to wonder how sufficient the uprising the Oromo made over Hachalu's killing really was??? The Oromo has been choked by a force that shouldn't [be able to] and lies asleep — when it will awaken, I cannot tell.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0537,Afan Oromo,2024-10,Siyaasni Sirna Naafxaanyaa jarraa 21ffaa Keessaattis Wal Qixxummaa Sabaa Fi Sab Lammootaatti Hin Amananii. Naafxaanyaan Nama Ajjeessuun Diimookiraasii moo akkami? Sararri Diimaan Darbamee Jette Jaartiin tun Odeessituu hoo? Bu'aa Siyaasaaf Jecha Barattootaa Sabaan Oromoo Tahan Addaan Baasuun Ajjeessuuf Hoo? Ol aantummaan seeraa Naafxaanyootaa irratti fudhatamuu qaba. Keessaattuu Namootaa suuraa Kana Gadiitti Argaman Kanneentuu Biyyaa Jeequmsaaf Kakkasaa Jira. Barattootni Keenya Univaarsiitii Waldiyaati Ajjeefamuun Qaamaan Miidhamuun Cubuu Hojjatanii Osoo Hin Taanee Taphaa Siyaasaatiif Hojjatamee.Oromiyaa Keessatis Akka Jeequmsii Kahuu Barbaadaniti.Kun Milkaahuuf Hin Qabu. Diinaa Sossoobuun Hin Barbaachisuu Dhugaa Itti Himuu Malee,"The politics of the Neftegna system, even in the 21st century, does not believe in the equality of nations and nationalities. Is the Neftegna's killing of people democracy? 'A red line has been crossed,' this old woman keeps prattling, does she? Is singling out ethnically-Oromo students, for political gain, in order to kill them? The rule of law must be applied against the Neftegna. Especially the people in the photo below — these are the ones inciting the country to unrest. Our students killed and injured at Woldia University did no crime; it was done for political games. They want unrest stirred in Oromia too. This must not succeed. There is no need to appease the enemy — only to tell them the truth.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0395,Amharic,2024-10,በባህር ዳር አዲስ ደንብ ወጥቶ አንድ ሀይማኖት ብቻ የህዝብ ቦታ እንዲጠቀም ተፈቅዷል,A new rule in Bahir Dar allows only one religion to use public spaces,Misinformation,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0373,Afan Oromo,2024-10,Gondar keessatti eeyyamni sagantaa amantii seera tokko jalatti kennamuu qaba,"In Gondar, permits for religious programs should be issued under one rule",Political speech,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_0020,Amharic,2024-10,እነዚህ ሰዎች ከከተማችን መባረር አለባቸው,These people must be driven out of our city,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0101,Amharic,2024-10,ትግራውያን ለAdama ሰላም አደጋ ናቸው,the Tigrayans are a threat to peace in Adama,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0813,Amharic,2024-10,ኦሮሞ በ4 ነገዶች ማለትም 4 የተለያዩ ብሄረሰቦች መሆን በሚገባቸው ነገዶች፣ በ29 ጎሳዎች፣ በብዙ በሚቆጠሩ ንኡስ ጎሳዎች፣ ተቆጥሮ በማ|ያልቅ ንኡስ-ንኡስ ጎሳዎች፣ እሬቻ፣ ቃሊቻ፣ ጨፌና ጠቋርን ጨምሮ በብዙ የዲያብሎስ አምልኮ፣ በሀይምኖት፣ በአካባቢና በሌላም በወረራና ጉዲፈቻ ሌላውን እያስገደደ ከመሰረቱ ጀምሮ የተከፋፈለ፣ የተለያየና እርስ በእርሱ ሲጨራረስ ነው የኖረ፡፡ አጼ ምኒልክ ናቸው በኦሮሞ መካከል የዘመናትን ጦርነት ያስቆሙ፡፡ ይህ ወራሪ የአራዊት ዘር ከሶማሊያ ጋ ለዘመናት በጦርነት ሲጨራረስ ነው የኖረ፡፡ የሲዳሞን ህዝብ እንደ ጌዲዮን፣ ከፍቾና ሌሎች ጨርሶ ታሪካዊ መሬታቸውን በወረራ ይዞ ይገኛል፡፡ ጉራጌን፣ ሀድያን፣ ከምባታን፣ ወላይታን፣ አፋርን፣ ጋምቤላን፣ ካማሸንና ሌላውን በወረራ እርስቱን ይዞ ይገኛል፡፡ አዲስ አበባን ጨምሮ አማራ ከሌሎች ጥንታዊ ህዝቦች ጋር ለሸህ አመታት ይኖርበት የነበርን ሸዋን በጦርነትና በጉዲ ፈቻ አሳምኖ በወረራ ይዞ ይገኛል፡፡ [SLUR_OROMO]/ኦሮሞ ግን በሁሉም ነገር በውስጡ የተለያ|የና የተከፋፈለ አንድም የጋራ የሆነ መሰረት የሌለው ስለሆነ በቅርብ ጊዜ በጎሳ፣ በአካባቢና በሌላም ሰበብ እርስ በእርሱ እንደ ሎማዱ የሚተራረድ ነው፡፡ እንደ ብቸኛ መፍትሄ የሚሆንና መ፣ሆኑም የማይቀር ቢኖር ኦሮሞ በጎሳ፣ በንኡስ ጎሳ፣ በአምልኮ፣ በአካባቢና በሀይማኖት ሚናውን በመለየት ተከፋፍሎ የየራሱን አስተዳደር የሚመሰርት ነው፡፡ ይህ መሆኑ አይቀርም፡፡ ሶማሊያ የፈረሰች ሀገር የሆነች በሁሉም አንድ ሆና ነገር ግን በ5 ጎሳዎች ልዩነት ነው፡፡ የኦሮሞ ውስ|ጣዊ ልዩነትና መሰረታዊ በሆነና በሁሉም ነው፡፡ እያንዳንዱ የኦሮሞ ጎሳ የየራሱን ግዛትና አስተ..ዳደር በመመስረት በኢትዮጵያዊት ሁሉም አብሮ በሰላም መኖር መቻል ብቻ ነው መፍትሄው፡፡,"[Condensed, faithful.] An extended screed arguing that the Oromo are not one people but '4 tribes that ought to be 4 separate ethnicities,' 29 clans and countless sub-clans, bound up with 'much devil-worship' (Irreecha, Qalicha, Chefe, etc.), divided from their foundation and historically 'slaughtering one another' — until 'Emperor Menelik stopped the centuries of war among them.' It calls the Oromo an 'invading beast race' that warred endlessly with Somalia and seized by 'invasion' the lands of the Sidama, Gedeo, Kaffa, Gurage, Hadiya, Kambata, Wolayta, Afar, Gambela, Kemashi and others — and took Shewa (and Addis Ababa), where the Amhara had lived with ancient peoples for thousands of years, through 'war and gudifecha (adoption).' It claims '[SLUR_OROMO]/Oromo' has no common foundation and will soon slaughter itself by clan, and concludes that the only 'inevitable' solution is for the Oromo to be broken up by clan, sub-clan, cult, region and religion into separate administrations, each living peacefully within Ethiopia — likening this to Somalia's 5-clan fragmentation.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0321,Afan Oromo,2024-10,Har'a Finfinnee keessatti sagantaan amantii gaggeeffame,A religious program was held today in Finfinnee,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0649,Afan Oromo,2024-10,Baqqalaa Garbbaa galggala keessaa semmuunkkee dhukkubsatee waan salphatteef kana caala asaa naama hin barannee asa'uu keetiin duratti yeroon duutee baaddee irraanffatamuu kee wayya!yaa ilmma saree adeemssi kee kuun saba biroo waalii sin hinjiraachisu!,"[Targeting Bekele Gerba:] Bekele Gerba, since your mind has fallen ill and you have debased yourself, before you — an uneducated man — sink lower, it would be better that you died in good time and were forgotten in the wilderness! O son of a dog, this path of yours will not let you coexist with other peoples!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0612,Afan Oromo,2024-10,nuuf jiraadhu WBO koo...guyyaa tokko isinitti dabalamuun koo hin hafuu yoo rabi jedhe... dhugaa baayyee isin jaaladha,"Live for us, my WBO... one day my joining you will surely happen, God willing (yoo Rabbi jedhe)... truly, I love you very much.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0305,Afan Oromo,2024-10,Ibsi haaraan vaaksinii irratti bor ni ba'a,A new statement on vaccination will be released tomorrow,Neutral,Neutral,Neutral,Neutral,Health/Public policy,Health,Public policy,True
POST_0091,Amharic,2024-10,የሙስሊምና የኦርቶዶክስ ወጣቶች በሕዝብ ቦታ ላይ ግጭት ሳይፈጥሩ መነጋገር ይችላሉ,Muslim and Orthodox youth can talk without creating conflict in public spaces,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0164,Amharic,2024-10,ወያኔዎች ከኦርቶዶክስ ጋር ተባብረው ሀገርን እያበላሹ ነው,the Weyane are teaming up with orthodox christians to ruin the country,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0478,Amharic,2024-11,የGondar ካውንስል በምርጫ ዘመቻ ላይ የስድብ ቃላትን መከልከል አለበት,The Gondar council should ban slurs during election campaigns,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
